gene_id	entrez_id	gene_name	gene_biotype	description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	direction_at_padj0.05_lfc1	contrast	note
ENSGALG00000001521	101521	DUMMY01521	lncRNA	synthetic predicted protein-coding gene 01521	165.333	-1.2155	0.2602	-4.6713	3.679e-06	2.698e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002042	102042	DUMMY02042	protein_coding	synthetic predicted protein-coding gene 02042	10.5	-1.9594	0.4232	-4.6302	3.699e-06	2.706e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000427	100427	DUMMY00427	protein_coding	synthetic predicted protein-coding gene 00427	472.5	0.8815	0.1923	4.5846	3.769e-06	2.751e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001603	101603	DUMMY01603	protein_coding	synthetic predicted protein-coding gene 01603	70.0	1.2616	0.275	4.5873	3.886e-06	2.830e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002590	102590	DUMMY02590	protein_coding	synthetic predicted protein-coding gene 02590	217.0	1.0778	0.2323	4.639	4.063e-06	2.952e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001989	101989	DUMMY01989	protein_coding	synthetic predicted protein-coding gene 01989	598.0	0.9274	0.203	4.5676	4.232e-06	3.067e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000117	100117	DUMMY00117	protein_coding	synthetic predicted protein-coding gene 00117	15.167	2.1281	0.4629	4.5973	4.387e-06	3.171e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002300	102300	DUMMY02300	protein_coding	synthetic predicted protein-coding gene 02300	225.667	1.0911	0.2404	4.5392	4.601e-06	3.318e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002884	102884	DUMMY02884	protein_coding	synthetic predicted protein-coding gene 02884	30.5	1.4634	0.3188	4.5902	4.678e-06	3.366e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000328	100328	DUMMY00328	protein_coding	synthetic predicted protein-coding gene 00328	68.667	-1.7033	0.3718	-4.5809	4.704e-06	3.376e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001878	101878	DUMMY01878	protein_coding	synthetic predicted protein-coding gene 01878	150.0	1.0325	0.2275	4.5387	4.816e-06	3.448e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000336	100336	DUMMY00336	protein_coding	synthetic predicted protein-coding gene 00336	137.0	1.0754	0.2375	4.5282	4.908e-06	3.506e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001548	101548	DUMMY01548	protein_coding	synthetic predicted protein-coding gene 01548	289.333	1.0684	0.2343	4.5603	4.966e-06	3.538e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001245	101245	DUMMY01245	protein_coding	synthetic predicted protein-coding gene 01245	524.0	-0.9132	0.2011	-4.5409	5.070e-06	3.604e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002934	102934	DUMMY02934	protein_coding	synthetic predicted protein-coding gene 02934	31.0	-1.4555	0.3212	-4.5322	5.152e-06	3.654e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001698	101698	DUMMY01698	protein_coding	synthetic predicted protein-coding gene 01698	224.167	1.077	0.2401	4.4846	5.290e-06	3.743e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001860	101860	DUMMY01860	protein_coding	synthetic predicted protein-coding gene 01860	21.833	-1.585	0.3516	-4.5075	5.325e-06	3.759e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001043	101043	DUMMY01043	protein_coding	synthetic predicted protein-coding gene 01043	26.0	1.696	0.3761	4.5097	5.574e-06	3.925e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000217	100217	DUMMY00217	protein_coding	synthetic predicted protein-coding gene 00217	26.833	1.5616	0.3397	4.5971	5.637e-06	3.960e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000080	100080	DUMMY00080	protein_coding	synthetic predicted protein-coding gene 00080	108.5	1.0852	0.2396	4.5285	5.732e-06	4.018e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001884	101884	DUMMY01884	protein_coding	synthetic predicted protein-coding gene 01884	295.333	0.9353	0.206	4.5391	5.821e-06	4.070e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001382	101382	DUMMY01382	protein_coding	synthetic predicted protein-coding gene 01382	872.333	0.812	0.1774	4.5761	5.981e-06	4.173e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001657	101657	DUMMY01657	protein_coding	synthetic predicted protein-coding gene 01657	295.333	0.8958	0.2024	4.4267	7.746e-06	5.391e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002482	102482	DUMMY02482	protein_coding	synthetic predicted protein-coding gene 02482	30.5	1.4634	0.3277	4.4657	7.784e-06	5.406e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001147	101147	DUMMY01147	protein_coding	synthetic predicted protein-coding gene 01147	63.833	-1.392	0.3095	-4.4969	7.876e-06	5.457e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001602	101602	DUMMY01602	protein_coding	synthetic predicted protein-coding gene 01602	146.667	1.0135	0.2276	4.4535	8.097e-06	5.592e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002208	102208	DUMMY02208	protein_coding	synthetic predicted protein-coding gene 02208	4.833	2.2685	0.5087	4.4594	8.108e-06	5.592e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002378	102378	DUMMY02378	protein_coding	synthetic predicted protein-coding gene 02378	32.667	1.4805	0.3338	4.4359	8.287e-06	5.702e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002614	102614	DUMMY02614	protein_coding	synthetic predicted protein-coding gene 02614	211.667	1.0401	0.2326	4.472	8.339e-06	5.725e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000002	100002	HOXA11	protein_coding	homeobox A11	469.667	0.9538	0.217	4.3957	8.897e-06	6.094e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000185	100185	DUMMY00185	protein_coding	synthetic predicted protein-coding gene 00185	133.0	-1.3339	0.2989	-4.4629	9.420e-06	6.437e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002225	102225	DUMMY02225	protein_coding	synthetic predicted protein-coding gene 02225	235.167	0.9672	0.2211	4.3754	1.006e-05	6.857e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000549	100549	DUMMY00549	protein_coding	synthetic predicted protein-coding gene 00549	113.5	-1.0429	0.2395	-4.3553	1.023e-05	6.956e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001820	101820	DUMMY01820	protein_coding	synthetic predicted protein-coding gene 01820	181.167	0.9634	0.222	4.3404	1.042e-05	7.074e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000682	100682	DUMMY00682	protein_coding	synthetic predicted protein-coding gene 00682	137.333	1.0013	0.2291	4.3714	1.069e-05	7.241e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002277	102277	DUMMY02277	protein_coding	synthetic predicted protein-coding gene 02277	344.833	0.8647	0.1974	4.3807	1.114e-05	7.527e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002196	102196	DUMMY02196	protein_coding	synthetic predicted protein-coding gene 02196	540.167	0.8172	0.186	4.3936	1.132e-05	7.632e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001733	101733	DUMMY01733	protein_coding	synthetic predicted protein-coding gene 01733	172.5	-1.1432	0.2595	-4.4052	1.146e-05	7.706e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001673	101673	DUMMY01673	protein_coding	synthetic predicted protein-coding gene 01673	96.0	-1.1426	0.2604	-4.3875	1.231e-05	8.264e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000087	100087	DUMMY00087	protein_coding	synthetic predicted protein-coding gene 00087	166.833	-0.9753	0.2267	-4.3021	1.359e-05	9.104e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001597	101597	DUMMY01597	protein_coding	synthetic predicted protein-coding gene 01597	115.0	-1.1967	0.2695	-4.4404	1.394e-05	9.313e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001288	101288	DUMMY01288	protein_coding	synthetic predicted protein-coding gene 01288	34.833	1.3917	0.322	4.3225	1.403e-05	9.354e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000213	100213	DUMMY00213	protein_coding	synthetic predicted protein-coding gene 00213	189.5	0.9858	0.2257	4.3686	1.455e-05	9.675e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001357	101357	DUMMY01357	protein_coding	synthetic predicted protein-coding gene 01357	602.5	0.9085	0.2099	4.3279	1.473e-05	9.775e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002855	102855	DUMMY02855	protein_coding	synthetic predicted protein-coding gene 02855	17.667	1.6384	0.3786	4.3278	1.487e-05	9.844e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000181	100181	DUMMY00181	lncRNA	synthetic predicted protein-coding gene 00181	112.333	1.3738	0.3191	4.305	1.511e-05	9.987e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001030	101030	DUMMY01030	protein_coding	synthetic predicted protein-coding gene 01030	101.5	1.048	0.2432	4.31	1.528e-05	1.008e-04	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001793	101793	DUMMY01793	protein_coding	synthetic predicted protein-coding gene 01793	791.667	1.0728	0.2484	4.3193	1.535e-05	1.010e-04	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002551	102551	DUMMY02551	protein_coding	synthetic predicted protein-coding gene 02551	203.833	-1.0009	0.2286	-4.3792	1.556e-05	1.021e-04	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000473	100473	DUMMY00473	protein_coding	synthetic predicted protein-coding gene 00473	715.333	0.8238	0.19	4.3355	1.604e-05	1.051e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001390	101390	DUMMY01390	protein_coding	synthetic predicted protein-coding gene 01390	426.667	-0.8994	0.2098	-4.2874	1.668e-05	1.090e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000014	100014	IBSP	protein_coding	integrin binding sialoprotein	1858.5	-0.8088	0.1884	-4.293	1.753e-05	1.143e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000349	100349	DUMMY00349	protein_coding	synthetic predicted protein-coding gene 00349	118.5	1.0595	0.2461	4.3051	1.799e-05	1.171e-04	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002160	102160	DUMMY02160	protein_coding	synthetic predicted protein-coding gene 02160	856.667	0.8118	0.1909	4.2516	1.845e-05	1.198e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000180	100180	DUMMY00180	protein_coding	synthetic predicted protein-coding gene 00180	123.5	-1.066	0.2507	-4.2527	1.933e-05	1.253e-04	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000045	100045	SOX6	protein_coding	SRY-box transcription factor 6	253.167	0.9232	0.2159	4.2757	1.964e-05	1.270e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001244	101244	DUMMY01244	protein_coding	synthetic predicted protein-coding gene 01244	137.0	-1.1076	0.2568	-4.3131	2.137e-05	1.378e-04	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001619	101619	DUMMY01619	protein_coding	synthetic predicted protein-coding gene 01619	421.167	0.8931	0.2094	4.2652	2.287e-05	1.473e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000016	100016	NTRK3	protein_coding	neurotrophic receptor tyrosine kinase 3	1300.0	-0.8201	0.1943	-4.2214	2.380e-05	1.529e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001005	101005	DUMMY01005	protein_coding	synthetic predicted protein-coding gene 01005	195.667	0.9881	0.2335	4.2308	2.480e-05	1.590e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000093	100093	DUMMY00093	protein_coding	synthetic predicted protein-coding gene 00093	183.667	0.9291	0.225	4.1287	2.486e-05	1.590e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002817	102817	DUMMY02817	protein_coding	synthetic predicted protein-coding gene 02817	279.167	0.9762	0.2277	4.2869	2.629e-05	1.678e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001891	101891	DUMMY01891	protein_coding	synthetic predicted protein-coding gene 01891	52.0	-1.2006	0.2838	-4.23	2.671e-05	1.701e-04	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000353	100353	DUMMY00353	protein_coding	synthetic predicted protein-coding gene 00353	97.667	1.1098	0.2624	4.2288	2.730e-05	1.735e-04	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001234	101234	DUMMY01234	protein_coding	synthetic predicted protein-coding gene 01234	784.0	0.8328	0.1981	4.2037	2.817e-05	1.787e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001947	101947	DUMMY01947	protein_coding	synthetic predicted protein-coding gene 01947	209.5	0.9411	0.2208	4.2628	2.883e-05	1.825e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002868	102868	DUMMY02868	protein_coding	synthetic predicted protein-coding gene 02868	262.833	-0.972	0.2319	-4.192	2.939e-05	1.856e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000026	100026	AGRN	protein_coding	agrin	1128.5	-0.754	0.1805	-4.1784	3.018e-05	1.902e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001941	101941	DUMMY01941	lncRNA	synthetic predicted protein-coding gene 01941	112.5	-1.2012	0.2833	-4.2399	3.063e-05	1.926e-04	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002102	102102	DUMMY02102	protein_coding	synthetic predicted protein-coding gene 02102	348.833	-0.9604	0.2298	-4.1795	3.121e-05	1.959e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001585	101585	DUMMY01585	protein_coding	synthetic predicted protein-coding gene 01585	711.667	0.8312	0.2028	4.0979	3.143e-05	1.964e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001203	101203	DUMMY01203	protein_coding	synthetic predicted protein-coding gene 01203	14.167	1.629	0.3986	4.087	3.138e-05	1.964e-04	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001992	101992	DUMMY01992	protein_coding	synthetic predicted protein-coding gene 01992	107.333	1.0117	0.2422	4.178	3.169e-05	1.976e-04	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000359	100359	DUMMY00359	protein_coding	synthetic predicted protein-coding gene 00359	225.167	-1.1456	0.2751	-4.1635	3.225e-05	2.007e-04	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002833	102833	DUMMY02833	protein_coding	synthetic predicted protein-coding gene 02833	133.667	-1.0148	0.2431	-4.1748	3.494e-05	2.166e-04	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002454	102454	DUMMY02454	protein_coding	synthetic predicted protein-coding gene 02454	13.333	1.8018	0.4334	4.1573	3.493e-05	2.166e-04	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000703	100703	DUMMY00703	protein_coding	synthetic predicted protein-coding gene 00703	79.167	1.1639	0.2813	4.1374	3.715e-05	2.298e-04	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002722	102722	DUMMY02722	protein_coding	synthetic predicted protein-coding gene 02722	517.0	0.8106	0.2034	3.9848	3.779e-05	2.330e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002228	102228	DUMMY02228	protein_coding	synthetic predicted protein-coding gene 02228	302.333	-0.8564	0.2014	-4.2516	3.782e-05	2.330e-04	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001753	101753	DUMMY01753	protein_coding	synthetic predicted protein-coding gene 01753	96.667	1.2866	0.3154	4.0789	3.805e-05	2.339e-04	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002342	102342	DUMMY02342	protein_coding	synthetic predicted protein-coding gene 02342	41.0	-1.3118	0.3204	-4.0937	3.883e-05	2.382e-04	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
